,Clouds,Clear,Mist,Rain,Snow,Drizzle,Haze,Thunderstorm,Fog,Smoke,Squall,sky is clear,mist,overcast clouds,broken clouds,scattered clouds,light rain,few clouds,light snow,Sky is Clear,moderate rain,haze,light intensity drizzle,fog,proximity thunderstorm,drizzle,heavy snow,heavy intensity rain,snow,proximity shower rain,thunderstorm,heavy intensity drizzle,thunderstorm with heavy rain,thunderstorm with light rain,proximity thunderstorm with rain,thunderstorm with rain,smoke,very heavy rain,thunderstorm with light drizzle,proximity thunderstorm with drizzle,light intensity shower rain,light shower snow,shower drizzle,light rain and snow,SQUALLS,sleet,thunderstorm with drizzle,freezing rain,shower snow,sky is clear_0,mist_0,broken clouds_0,light rain_0,broken clouds_1,moderate rain_0,overcast clouds_0,overcast clouds_2,overcast clouds_1,scattered clouds_0,light intensity drizzle_0,haze_0,light rain_1,few clouds_1,light snow_0,scattered clouds_2,scattered clouds_1,fog_0,overcast clouds_3,mist_1,mist_2,broken clouds_2,drizzle_0,proximity thunderstorm_0,few clouds_0,scattered clouds_3,heavy intensity rain_0,few clouds_2,heavy snow_0,light snow_1,mist_3,light snow_2,overcast clouds_4,light rain_2,snow_0,light snow_3,broken clouds_3,moderate rain_1,mist_4,haze_1,proximity shower rain_0,mist_5,thunderstorm_0,light snow_4,proximity thunderstorm_1,heavy snow_1,thunderstorm with heavy rain_0,broken clouds_4,drizzle_1,heavy intensity drizzle_0,thunderstorm with light rain_0,haze_2,fog_1,proximity thunderstorm with rain_0,heavy snow_3,mist_6,heavy snow_2,thunderstorm with rain_0,haze_3,haze_7,proximity thunderstorm_2,heavy snow_4,fog_2,smoke_0,very heavy rain_0,heavy intensity rain_1,haze_4,heavy intensity rain_2,thunderstorm with light drizzle_0,heavy snow_6,light intensity shower rain_0,proximity thunderstorm with drizzle_0,haze_8,snow_1,light shower snow_0,haze_5,moderate rain_2,heavy snow_5,shower drizzle_0,light rain and snow_0,scattered clouds_4,haze_6,mist_7,heavy intensity drizzle_1,SQUALLS_0,sleet_0,few clouds_3,thunderstorm with rain_1,proximity thunderstorm with rain_1,freezing rain_0,thunderstorm with drizzle_0,drizzle_2,sky is clear_1,proximity shower rain_1,light intensity drizzle_1,light rain_3,snow_2,shower snow_0,proximity thunderstorm_3,heavy intensity rain_3
heavy snow_1,1.63,0.1,1.64,0.52,17.89,0.0,1.86,0.0,0.71,0.0,0.0,0.12,1.64,3.48,0.65,0.17,0.73,0.52,0.0,0.0,0.31,1.86,0.0,0.71,0.0,0.0,77.84,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.73,0.96,0.82,0.32,0.71,4.1,7.05,0.0,0.0,1.86,0.0,1.2,0.0,0.0,0.8,0.74,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.18,0.0,0.0,0.0,2.28,0.0,0.52,0.0,0.0,0.0,0.0,3.88,0.0,0.0,0.0,0.0,0.0,274.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thunderstorm with heavy rain_0,0.45,0.24,3.49,26.57,0.12,1.97,1.39,82.53,0.26,0.0,38.86,0.25,3.49,0.58,0.47,0.82,4.05,0.19,0.17,0.34,4.56,1.39,2.54,0.26,38.11,0.25,0.0,25.22,0.0,6.1,18.62,1.85,28.7,15.85,27.46,15.2,0.0,34.7,13.25,0.0,0.0,0.0,0.0,0.0,38.86,0.0,45.72,0.0,0.0,0.24,4.54,0.67,5.31,0.3,4.74,1.02,0.0,0.72,1.27,2.54,1.33,0.0,0.43,0.25,0.0,0.89,0.27,0.0,0.0,0.0,0.0,0.26,33.43,0.48,0.0,26.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,0.0,2.13,6.1,0.0,18.62,0.0,11.54,0.0,28.7,0.0,0.0,1.88,15.85,0.0,0.0,27.97,0.0,0.0,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,34.7,13.62,0.0,0.0,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.86,0.0,0.0,0.0,0.0,0.0,45.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
broken clouds_4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45883.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drizzle_1,0.23,0.06,6.5,26.11,1.22,18.25,0.37,0.23,0.26,0.0,0.0,0.07,6.5,0.5,0.23,0.09,3.68,0.0,1.53,0.0,12.6,0.37,2.59,0.26,0.0,17.54,0.51,3.88,0.0,0.0,0.0,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,15.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,8.45,0.39,3.48,0.0,13.09,0.81,0.93,0.0,0.0,2.59,0.21,3.09,0.0,1.95,0.53,0.0,0.27,0.0,3.13,0.0,0.0,4.33,0.0,0.0,0.0,4.01,0.0,0.62,0.88,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,4.86,0.0,0.0,0.0,0.0,0.0,0.0,142.26,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.18,6.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heavy intensity drizzle_0,0.06,0.0,26.99,39.16,0.51,75.83,1.47,3.09,0.55,0.0,0.0,0.0,26.99,0.16,0.15,0.0,6.31,0.0,0.54,0.0,16.17,1.47,6.5,0.55,2.34,33.27,0.0,15.43,1.83,4.73,3.77,45.31,2.07,0.0,5.02,0.0,0.0,0.0,13.93,37.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.08,0.27,8.28,0.0,16.81,0.41,0.0,0.0,0.0,6.5,1.67,0.0,0.0,0.8,0.0,0.0,0.57,0.0,3.25,0.68,0.0,32.67,2.54,0.0,0.0,15.96,0.0,0.0,0.91,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,4.73,0.0,3.77,0.0,0.0,0.0,2.07,0.0,8.32,46.2,0.0,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.93,0.0,0.0,37.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thunderstorm with light rain_0,0.66,0.38,1.82,13.99,0.0,1.57,1.14,32.67,0.0,0.0,0.0,0.3,1.82,0.69,0.66,1.44,6.17,0.22,0.0,1.24,4.08,1.14,1.95,0.0,30.14,0.59,0.0,7.06,0.0,11.24,7.31,0.0,27.72,18.82,8.56,28.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,2.19,0.97,8.09,0.35,4.24,1.75,0.0,0.0,2.41,1.95,1.01,1.43,0.51,0.0,0.0,1.05,0.0,0.0,0.0,0.76,0.0,0.63,32.67,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.24,0.0,7.31,0.0,0.0,0.0,27.72,0.0,0.0,0.0,18.82,0.0,0.0,8.72,0.0,0.0,0.0,29.12,18.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haze_2,0.26,0.18,2.1,0.75,2.15,0.73,41.55,0.0,0.31,0.0,0.0,0.21,2.1,0.28,0.47,0.47,1.05,0.0,1.87,0.0,0.42,41.55,0.6,0.31,0.0,0.62,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.42,0.82,1.38,0.0,0.44,0.0,0.0,1.34,0.74,0.6,6.69,0.0,0.0,1.63,0.63,0.53,0.32,0.0,3.11,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,1.5,3.29,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13,8.07,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,855.36,0.0,0.0,0.0,0.0,0.0,0.0,19.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fog_1,0.02,0.26,40.08,0.59,2.64,0.42,0.93,0.27,35.77,0.0,0.0,0.31,40.08,0.09,0.0,0.0,0.42,0.0,1.87,0.0,0.42,0.93,0.39,35.77,0.0,0.62,4.84,0.4,6.33,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.24,0.0,0.26,15.24,0.0,0.43,0.0,0.44,0.0,0.0,0.43,0.0,0.39,1.05,0.48,0.0,1.99,0.0,0.0,13.13,0.0,7.84,4.27,0.0,0.65,0.0,0.0,0.0,0.41,0.0,5.84,2.15,3.41,0.0,0.0,0.0,6.53,0.0,0.0,0.0,9.23,0.0,0.0,5.81,0.0,0.0,0.0,9.8,2.39,0.0,0.0,0.0,0.0,0.0,219.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proximity thunderstorm with rain_0,0.3,0.07,3.39,137.06,0.0,5.42,0.71,29.23,0.0,0.0,0.0,0.08,3.39,0.19,0.49,0.36,9.16,0.0,0.0,0.0,8.82,0.71,5.98,0.0,16.36,2.1,0.0,17.19,0.0,9.99,11.66,2.34,13.55,16.73,27.72,4.58,0.0,0.0,8.25,16.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,4.41,0.49,7.72,0.76,9.17,0.24,0.57,0.0,0.77,5.98,0.81,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,16.37,0.0,0.0,17.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99,0.0,11.66,0.0,20.07,0.0,13.55,0.0,0.0,2.38,16.73,0.0,0.0,28.24,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24,0.0,0.0,8.25,0.0,0.0,16.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heavy snow_3,0.47,0.0,1.05,0.0,52.49,0.0,2.12,0.0,0.0,0.0,0.0,0.0,1.05,1.63,0.39,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,228.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.67,0.0,0.0,0.0,2.24,1.77,0.92,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2032.11,0.0,87.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mist_6,0.06,0.04,25.77,0.27,0.68,0.0,0.0,0.0,1.51,0.0,0.0,0.04,25.77,0.21,0.0,0.0,0.27,0.0,0.0,0.0,0.15,0.0,0.0,1.51,0.0,0.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.48,0.0,0.36,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6173.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heavy snow_2,1.0,0.04,2.01,0.49,50.1,0.0,6.0,0.0,0.0,0.0,0.0,0.05,2.01,2.78,0.36,0.46,0.69,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,217.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.91,0.63,0.74,0.0,0.0,3.93,1.46,1.78,0.98,0.0,4.21,0.62,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thunderstorm with rain_0,0.49,0.28,3.68,29.84,0.0,2.04,0.33,46.42,0.96,0.0,0.0,0.26,3.68,0.6,0.74,0.53,5.23,0.0,0.0,0.62,9.24,0.33,2.02,0.96,23.64,1.45,0.0,26.91,0.0,2.65,6.71,0.0,36.14,4.43,13.64,13.59,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,83.37,0.0,0.0,0.28,4.79,0.73,4.86,1.11,9.6,1.1,0.0,0.65,1.13,2.02,0.37,2.28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.18,0.0,1.53,25.63,0.0,0.0,27.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,6.71,0.0,0.0,0.0,36.14,0.0,0.0,0.0,4.43,0.0,0.0,13.9,0.0,0.0,0.0,14.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.84,0.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haze_3,0.46,0.44,0.78,0.0,1.15,0.0,150.5,0.0,0.0,104.83,0.0,0.52,0.78,0.34,1.16,0.0,0.0,0.0,1.65,0.0,0.0,150.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.02,0.28,0.0,3.81,0.0,0.87,0.0,0.0,0.0,0.0,7.72,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2229.44,0.0,0.0,0.0,0.0,104.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haze_7,0.0,0.5,0.32,0.0,0.0,0.0,85.47,0.0,0.0,0.0,0.0,0.6,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.6,8279.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proximity thunderstorm_2,0.41,1.68,0.35,2.37,0.0,0.63,0.0,52.27,0.0,0.0,0.0,2.0,0.35,0.2,0.4,0.81,2.35,1.07,0.0,0.0,1.82,0.0,0.89,0.0,53.18,0.0,0.0,0.88,0.0,0.0,3.11,0.0,0.0,13.69,0.0,0.0,0.0,0.0,17.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.46,0.7,3.09,0.0,1.44,0.51,0.0,0.0,1.72,0.89,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,3.84,2.73,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heavy snow_4,0.24,0.0,0.82,0.0,164.63,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.82,0.93,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,716.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.7,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6509.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fog_2,0.06,0.0,51.53,0.13,0.0,0.33,0.0,0.0,158.96,0.0,0.0,0.0,51.53,0.0,0.21,0.0,0.19,0.0,0.0,0.0,0.33,0.0,0.46,158.96,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,0.37,0.25,0.0,0.34,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,16.56,0.0,8.59,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.49,0.0,0.0,0.0,16.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1581.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smoke_0,0.22,0.19,2.01,1.51,0.0,2.3,211.82,0.0,0.84,3634.04,0.0,0.22,2.01,0.0,0.49,0.0,1.31,0.62,0.0,0.0,1.73,211.82,3.25,0.84,0.0,2.72,0.0,10.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3634.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,2.61,0.0,1.72,2.03,1.8,0.0,0.0,0.0,0.0,3.25,113.73,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,2.88,0.0,1.58,0.0,11.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3634.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
very heavy rain_0,0.78,0.48,1.96,7.27,0.42,0.86,0.0,17.19,0.0,0.0,141.72,0.12,1.96,0.58,0.89,0.33,1.12,1.46,0.61,4.2,1.98,0.0,1.22,0.0,22.16,0.0,0.0,31.71,2.05,0.0,8.95,0.0,46.91,0.0,0.0,13.19,0.0,63.98,23.77,23.97,0.0,0.0,0.0,0.0,141.72,0.0,0.0,0.0,0.0,0.48,2.55,0.46,1.47,2.29,2.06,1.47,0.0,0.0,0.71,1.22,0.0,0.0,1.58,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.22,1.76,0.0,32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95,0.0,46.15,0.0,46.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.71,0.0,0.0,0.0,0.0,0.0,0.0,63.98,0.0,0.0,0.0,23.77,0.0,0.0,23.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heavy intensity rain_1,0.47,0.0,0.14,0,0.0,0.86,0.0,1.72,0.0,0.0,0.0,0.0,0.14,0.0,0.89,0.7,2.5,0.0,0.0,0.0,24.25,0.0,1.22,0.0,2.22,0.91,0.0,20.18,0.0,11.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.46,2.57,2.29,14.4,0.0,0.0,0.0,0.0,1.22,0.0,1.43,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.96,2.4,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.63,0.0,0.0,11.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
